work_id,scope,audit_tranche,audit_shard,risk_priority,formid,editor_id,canonical_source_plugin,direct_read,classification,deep_read,owner_verdict,tagged_rows,crossgen,promoted,post_readback,notes
COREQ-0751,core,V02,V02-02,standard,Skyrim.esm:055A76,DialogueMarkarthPostAttackScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0752,core,V02,V02-02,standard,Skyrim.esm:055AA4,TG07SP,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0753,core,V02,V02-02,standard,Skyrim.esm:055AA9,DialogueMarkarthStablesBanningCedranScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0754,core,V02,V02-02,standard,Skyrim.esm:055B0F,DialogueMarkarthStablesBanningCedranScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0755,core,V02,V02-02,standard,Skyrim.esm:055BFD,MS08ArgueQuest,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0756,core,V02,V02-02,existing-core-row,Skyrim.esm:057F99,TG08A,Skyrim.esm,ok,APPROVED,not-needed,APPROVED,not-needed,not-needed,ok,ok,direct_mcp_review=ok; existing authored row ownership reconfirmed by direct QUST readback.
COREQ-0757,core,V02,V02-02,standard,Skyrim.esm:0590CE,DialogueMarkarthInnEndonFamilyScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0758,core,V02,V02-02,standard,Skyrim.esm:0590D0,DialogueMarkarthInnEndonFamilyScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0759,core,V02,V02-02,standard,Skyrim.esm:0590D2,DialogueMarkarthMarketSceneHogniDegaine1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0760,core,V02,V02-02,standard,Skyrim.esm:0590D4,DialogueMarkarthMarketSceneHogniDegaine2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0761,core,V02,V02-02,standard,Skyrim.esm:059B00,DialogueMarkarthKeepMothThongvorScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0762,core,V02,V02-02,standard,Skyrim.esm:059B02,DialogueMarkarthKeepMothThongvorScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0763,core,V02,V02-02,standard,Skyrim.esm:059F70,DialogueMarkarthArnleifLisbetCosnachScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0764,core,V02,V02-02,standard,Skyrim.esm:059F72,DialogueMarkarthArnleifLisbetCosnachScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0765,core,V02,V02-02,standard,Skyrim.esm:059F74,DialogueMarkarthSmelterMulushOmluag02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0766,core,V02,V02-02,standard,Skyrim.esm:059F76,DialogueMarkarthSmelterMulushOmluag01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0767,core,V02,V02-02,standard,Skyrim.esm:059F78,DialogueMarkarthSmelterMulushHathrasil02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0768,core,V02,V02-02,standard,Skyrim.esm:059F7A,DialogueMarkarthSmelterMulushHathrasil01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0769,core,V02,V02-02,standard,Skyrim.esm:059F7C,DialogueMarkarthSmelterOmluagHathrasil02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0770,core,V02,V02-02,standard,Skyrim.esm:059F7E,DialogueMarkarthSmelterOmluagHathrasil01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0771,core,V02,V02-02,standard,Skyrim.esm:05A0C8,DialogueFalkreathDengeirsHallScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0772,core,V02,V02-02,standard,Skyrim.esm:05A609,MGRRogue,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; target script proves player kill advances the quest and QF proves s200 is the report terminal. direct_post_promotion_readback=ok; route_evidence=ok; runtime_marker_check=ok; compile=ok.
COREQ-0773,core,V02,V02-02,standard,Skyrim.esm:05A6DC,DialogueFavorGeneric,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0774,core,V02,V02-02,standard,Skyrim.esm:05A82C,CWMissionCatchEventTopA,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0775,core,V02,V02-02,standard,Skyrim.esm:05A82D,CWMissionCatchEventBottomA,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0776,core,V02,V02-02,standard,Skyrim.esm:05A82F,CWMissionCatchEventTopB,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0777,core,V02,V02-02,standard,Skyrim.esm:05A830,CWMissionCatchEventBottomB,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0778,core,V02,V02-02,standard,Skyrim.esm:05AEC3,dunWhiterunJailQST,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0779,core,V02,V02-02,standard,Skyrim.esm:05B0EA,dunDuskglowQST,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0780,core,V02,V02-02,standard,Skyrim.esm:05B1B7,CreatureDialogueDog,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0781,core,V02,V02-02,standard,Skyrim.esm:05B1B9,DialogueGenericSceneDog01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0782,core,V02,V02-02,standard,Skyrim.esm:05B297,DialogueDawnstarInnFridaKaritaScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0783,core,V02,V02-02,standard,Skyrim.esm:05B299,DialogueDawnstarInnFridaKaritaScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0784,core,V02,V02-02,standard,Skyrim.esm:05B29B,DialogueDawnstarInnFridaThoringScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0785,core,V02,V02-02,standard,Skyrim.esm:05B29D,DialogueDawnstarInnFridaThoringScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0786,core,V02,V02-02,standard,Skyrim.esm:05B29F,DialogueDawnstarInnIrgnirFrukiScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0787,core,V02,V02-02,standard,Skyrim.esm:05B2A1,DialogueDawnstarInnIrgnirFrukiScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0788,core,V02,V02-02,standard,Skyrim.esm:05B2DE,FreeformRiften17,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; s200 exact paid ore-sample delivery resolved from INFO TIF and official QF fragments; cross-generation and promotion pending root closeout. direct_post_promotion_readback=ok; route_evidence=ok; runtime_marker_check=ok; compile=ok.
COREQ-0789,core,V02,V02-02,standard,Skyrim.esm:05B2F2,DialogueGenericDogHellos,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0790,core,V02,V02-02,standard,Skyrim.esm:05B3A5,FreeformRiften18,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,direct_mcp_review=ok; s200 exact traditional-jewelry material handoff resolved from INFO TIF and official QF fragments; cross-generation and promotion pending root closeout. direct_post_promotion_readback=ok; route_evidence=ok; runtime_marker_check=ok; compile=ok.
COREQ-0791,core,V02,V02-02,standard,Skyrim.esm:05B5DC,MGSuspensionQuest,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0792,core,V02,V02-02,standard,Skyrim.esm:05CBAA,CWDialogue,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0793,core,V02,V02-02,standard,Skyrim.esm:05CE25,DialogueRiftenSS05,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0794,core,V02,V02-02,standard,Skyrim.esm:05D2E9,FreeformWinterholdCollegeA,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0795,core,V02,V02-02,standard,Skyrim.esm:05D32A,DialogueWinterholdCollegeDormitoryScene03,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0796,core,V02,V02-02,standard,Skyrim.esm:05D32C,DialogueWinterholdCollegeDormitoryScene04,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0797,core,V02,V02-02,standard,Skyrim.esm:05D32E,DialogueWinterholdCollegeDormitoryScene05,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0798,core,V02,V02-02,standard,Skyrim.esm:05D330,DA05LocationCheck,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0799,core,V02,V02-02,standard,Skyrim.esm:05E2D7,DialogueWinterholdCollegeArcanaeumScene07,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0800,core,V02,V02-02,standard,Skyrim.esm:05E2D9,DialogueWinterholdCollegeDormitoryScene06,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0801,core,V02,V02-02,standard,Skyrim.esm:05E2DB,DialogueWinterholdCollegeDormitoryScene07,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0802,core,V02,V02-02,standard,Skyrim.esm:05E2DD,DialogueWinterholdCollegeGHallScene05,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0803,core,V02,V02-02,standard,Skyrim.esm:05E2DF,DialogueWinterholdCollegeDormitoryScene08,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0804,core,V02,V02-02,standard,Skyrim.esm:05E2E1,DialogueWinterholdCollegeDormitoryScene09,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0805,core,V02,V02-02,standard,Skyrim.esm:05E93E,WE22,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0806,core,V02,V02-02,standard,Skyrim.esm:05EE55,DialogueRiftenBeeAndBarbScene15,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0807,core,V02,V02-02,standard,Skyrim.esm:05EE57,DialogueRiftenBeeAndBarbScene16,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0808,core,V02,V02-02,standard,Skyrim.esm:05EE5C,DialogueRiftenBeeAndBarbScene17,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0809,core,V02,V02-02,standard,Skyrim.esm:05EE62,DialogueRiftenBeeAndBarbScene18,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0810,core,V02,V02-02,standard,Skyrim.esm:05EE68,DialogueRiftenBeeAndBarbScene19,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0811,core,V02,V02-02,standard,Skyrim.esm:05EE76,DialogueRiftenBeeAndBarbScene20,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0812,core,V02,V02-02,standard,Skyrim.esm:05F596,PerksQuest,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0813,core,V02,V02-02,standard,Skyrim.esm:05FB1C,DialogueRiftenGrandPlazaScene11,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0814,core,V02,V02-02,standard,Skyrim.esm:05FB1E,DialogueRiftenGrandPlazaScene12,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0815,core,V02,V02-02,standard,Skyrim.esm:05FB20,DialogueRiftenGrandPlazaScene13,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0816,core,V02,V02-02,standard,Skyrim.esm:05FB22,DialogueRiftenGrandPlazaScene14,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0817,core,V02,V02-02,standard,Skyrim.esm:05FB24,DialogueRiftenGrandPlazaScene15,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0818,core,V02,V02-02,standard,Skyrim.esm:05FB26,DialogueRiftenGrandPlazaScene16,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0819,core,V02,V02-02,standard,Skyrim.esm:05FB28,DialogueRiftenGrandPlazaScene17,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0820,core,V02,V02-02,standard,Skyrim.esm:05FB2A,DialogueRiftenGrandPlazaScene18,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
COREQ-0821,core,V02,V02-02,standard,Skyrim.esm:05FB2C,DialogueRiftenGrandPlazaScene19,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,direct_mcp_review=ok; no distinct player-authored devotional outcome at a safe stage.
