separator,mod,plugin,signature,formid,editor_id,name,covered_by,triage,candidate_deities,notes,candidate_deities_canonical,reachable_races
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:00096D,SaintsSewersLS03,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|00096D. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:00096E,SaintsSewersLS05,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|00096E. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:00096F,SaintsSewersLS06,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|00096F. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:000970,SaintsSewersLS07,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|000970. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:000971,SaintsSewersLS08,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|000971. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:000972,SaintsSewersLS09,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|000972. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:000973,SaintsSewersLS10,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|000973. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:000974,SaintsSewersLS11,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|000974. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:000981,SaintSewerLS12,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|000981. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Saints and Seducers Extended Cut patch.esp,ACTI,Lux - Saints and Seducers Extended Cut patch.esp:0009B4,SaintsSewersLS04,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - saints and seducers extended cut patch.esp|0009B4. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Shadowfoot Sanctum patch.esp,ACTI,Lux - Shadowfoot Sanctum patch.esp:000801,ShadowfootLSSewers,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - shadowfoot sanctum patch.esp|000801. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Shadowfoot Sanctum patch.esp,ACTI,Lux - Shadowfoot Sanctum patch.esp:000805,ShadowfootLSPit,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - shadowfoot sanctum patch.esp|000805. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Shadowfoot Sanctum patch.esp,ACTI,Lux - Shadowfoot Sanctum patch.esp:000807,ShadowfootLSLobby,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - shadowfoot sanctum patch.esp|000807. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:000075,LuxHYORSanctum01BleedFixLS,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|000075. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:00008D,LuxHYORApocLS01,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|00008D. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:00008E,LuxHYORApocLS02,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|00008E. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:000093,LuxHYORFort01LS01,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|000093. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:000096,LuxHYORFort01LS02,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|000096. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:000099,LuxHYORFort01LS03,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|000099. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:00009C,LuxHYORFort02LS01,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|00009C. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:00009F,LuxHYORFort02LS02,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|00009F. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:0000A7,LuxHYORHallLS01,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|0000A7. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:0000AB,LuxHYORHallLS02,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|0000AB. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:0000AF,LuxHYORHallLS03,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|0000AF. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:0000B7,LuxHYORHallLS04,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|0000B7. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:0000BE,LuxHYORSanctum01LS01,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|0000BE. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:0000C3,LuxHYORSanctum01LS02,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|0000C3. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
Lighting - Lux and Lux Patches,Lux (patch hub) - rerun,Lux - Siege at Icemoth patch.esp,ACTI,Lux - Siege at Icemoth patch.esp:0000C7,LuxHYORSanctum01LS03,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record ACTI|lux - siege at icemoth patch.esp|0000C7. Primary review: lighting, compatibility, update, or balance patch records are not authoritative devotional sources; defining content records are reviewed separately.",,
