id,surface,race,target,tier,verify_layer,verdict,detail,requirement,authority
BC-0369,reward_tier,Khajiit,Azurah Champion,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Starwalker: at dawn/dusk specifically magic cost -15% for twilight window; magic cost -10% baseline at night; Azurah's Star gives maximum recognition privilege at Tier 3 (special piety); threshold-awareness flavor layer fires at major transitions.,PDV_RaceDesign_Khajiit.md -- Azurah Champion
BC-0371,reward_tier,Khajiit,Khajiit Alkosh T3 -- Alkosh's Roar (LOCKED) + capstone magnitude exception,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit Alkosh T3 must carry passive stat Fire Resist +12, Magic Resist +15 (deliberate capstone exception above ~12% universal ceiling), plus scripted signature M11: bonus damage + breath resistance vs dragons/great chaotic foes; once a day the Roar staggers and slows nearby enemies.","PDV_Phase2_CapstoneSignatures.md -- Khajiit LOCKED section, Alkosh"
BC-0373,reward_tier,Khajiit,Khajiit Azurah T3 -- Azurah's Sight (LOCKED),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit Azurah T3 must carry passive stat Magicka +10%, Magic Resist +10%, plus scripted signature M9: at night magicka surges + detect-life aura; once in a while Azurah's foresight triggers a magic-ward proc vs a spell that would hit player.","PDV_Phase2_CapstoneSignatures.md -- Khajiit LOCKED section, Azurah"
BC-0374,reward_tier,Khajiit,Khajiit Baan Dar T3 -- Baan Dar's Luck (LOCKED),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit Baan Dar T3 must carry passive stat Armor +15, HealRate +15%, Unarmed +10, plus scripted signature M6: every few days a killing blow is survived -- player vanishes briefly + attacker staggers + lingering luck streak (once per day); once-per-day StorageUtil daily key required.","PDV_Phase2_CapstoneSignatures.md -- Khajiit LOCKED section, Baan Dar"
BC-0377,reward_tier,Khajiit,Khajiit Khenarthi T3 -- Khenarthi's Wind (LOCKED),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit Khenarthi T3 must carry passive stat Stamina +10%, Carry +50, Speed +3, plus scripted signature M8: sprinting costs little/no stamina + out-of-combat travel-speed ramp that increases the longer player moves uninterrupted and bleeds off in combat/at rest.","PDV_Phase2_CapstoneSignatures.md -- Khajiit LOCKED section, Khenarthi"
BC-0380,reward_tier,Khajiit,Khajiit Rajhin T3 -- Rajhin's Shadow (LOCKED),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit Rajhin T3 must carry passive stat Sneak +12, Lockpicking +15, Pickpocket +15, Unarmed +10, plus scripted signature M10: successful steal/sneak-attack briefly fades player + shadows cloak (sneak muffle); fallback trigger is sneak attack if pickpocket-success detection is unreliable; fallback must be guaranteed baseline.","PDV_Phase2_CapstoneSignatures.md -- Khajiit LOCKED section, Rajhin; LOCKED rules rule 3"
BC-0381,reward_tier,Khajiit,"Khajiit reward ceiling: lunar + one emphasis + one favor, no third loud stack",BETA,runtime-status,NEEDS-MANUAL,Gate ledger verdict: Pass (runtime proof is the user's smoke lane).,Khajiit reward ceiling is strong lunar substrate plus one focused emphasis plus the global one-active contextual favor cap; phase bonuses must be small and never stack into a third loud steady package.,"PDV_RaceRewardBudgetLedger.md -- Focused Pass: Khajiit, Reward ceiling; PDV_RaceEffectReviewLedger.md -- Khajiit lunar baseline row"
BC-0382,reward_tier,Khajiit,Khajiit reward floor: viable at Faithful without forced focus or phase scheduling,BETA,runtime-status,NEEDS-MANUAL,Gate ledger verdict: Pass (runtime proof is the user's smoke lane).,"A Khajiit living broadly on road, sky, and community must remain viable at Faithful without forcing a focused emphasis or tracking every moon phase; broad lunar worship is a complete valid state.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Khajiit, Reward floor"
BC-0383,reward_tier,Khajiit,Khenarthi Champion,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Wind-Caller: sprint stamina drain -15% cumulative (Tier 1 + Devoted) outdoors; storms negate exposure/cold outdoors (Survival Mode); outdoor sleep restores both health and stamina; open-road travel between holds generates ambient piety; helping stranded/lost NPC = strong Khenarthi piety.,PDV_RaceDesign_Khajiit.md -- Khenarthi Champion
BC-0385,reward_tier,Nord,Kyne/Kynareth,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Tier 1: minor cold/storm resistance 10%. Tier 2: outdoor sleep fully restores stamina; animals neutral unless attacked; hawks circle before ambushes. Tier 3: storm/rain power attack stamina -10%; outdoor sleep no exposure penalty; Kyne's Breath arrow/shout range bonus.,PDV_RaceDesign_Nord.md -- Tier Rewards (Kyne/Kynareth rows)
BC-0386,reward_tier,Nord,Nord Kyne T3 -- The Storm Answers,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Nord Kyne T3 must carry beasts-won't-attack + outdoors-in-storm power-attack stamina relief + Shout recharge (M1 + weather-poll); power-attack-stamina needs a perk (fiddly); fallback is outdoor-only variant; fallback must be guaranteed baseline.,PDV_Phase2_CapstoneSignatures.md -- Nord section (DRAFT); LOCKED rules rule 3
BC-0390,reward_tier,Nord,Nord reward ceiling: broad stays below focused patron,BETA,runtime-status,NEEDS-MANUAL,Gate ledger verdict: Pass (runtime proof is the user's smoke lane).,Nord broad blended favors at Faithful must stay softer than Devoted patron benefits; Kyne/Talos/Hircine/broad layers must not stack into a universal best build.,"PDV_RaceRewardBudgetLedger.md -- Focused Pass: Nord, Reward ceiling"
BC-0391,reward_tier,Nord,Nord Shor T3 -- Sovngarde Looks Back,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Nord Shor T3 must carry honorable-kill-heals-player (level-scaled) + near-death last-stand surge; honorable detection is fiddly (reject sneak/bash, per-30s cap); fallback must be guaranteed baseline; one save per race assigned to Shor.",PDV_Phase2_CapstoneSignatures.md -- Nord section (DRAFT); LOCKED rules rules 2-3
BC-0393,reward_tier,Nord,"Nord Stuhn T3 -- Just Spoils, Honored Bonds",BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Nord Stuhn T3 must carry sparing/freeing a captive granting ally-defense + armor shield (M4 rally) + bonus vs captor-tagged foes; no surrender detection -- fallback is authored quest-stage trigger; fallback must be guaranteed baseline.,PDV_Phase2_CapstoneSignatures.md -- Nord section (DRAFT); LOCKED rules rule 3
BC-0394,reward_tier,Nord,Nord Talos T3 reused from Imperial,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Nord Talos T3 reuses the Imperial Talos signature (M2 stacking conquest momentum gated on ConcordatStanding defiance); no separate Nord Talos record should duplicate this.,PDV_Phase2_CapstoneSignatures.md -- Imperial section note (Talos reused by Nord)
BC-0395,reward_tier,Nord,Nord Tsun T3 -- The Shield-Thane's Trial,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Nord Tsun T3 must carry surviving a severe-disadvantage fight granting a 24h stamina-endurance vigil (combat-threat sample); stamina-floor detection is fiddly; fallback is strong StaminaRate buff; fallback must be guaranteed baseline.,PDV_Phase2_CapstoneSignatures.md -- Nord section (DRAFT); LOCKED rules rule 3
BC-0396,reward_tier,Nord,Shor,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Tier 1: minor stamina regen when outnumbered in melee. Tier 2: honorable kills restore small health; Companions quest content scores double. Tier 3: honorable kills restore health proportional to enemy strength; near-death (<20% health) in honorable combat triggers stamina restoration.,PDV_RaceDesign_Nord.md -- Tier Rewards (Shor rows)
BC-0400,reward_tier,Nord,Talos/Ysmir,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Tier 1: shout recharge +5%. Tier 2: shout +10% total; Thu'um in civil war scores piety; hostile Thalmor encounters generate devotion. Tier 3: shout +15% total; Stormcloak/Thalmor-defiance areas give stamina/health regen surge; Thalmor may flag player as known defier.,PDV_RaceDesign_Nord.md -- Tier Rewards (Talos/Ysmir rows)
BC-0402,reward_tier,Orc,City Orc Champion,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"City Champion: quality work ALWAYS hits maximum achievable at current smithing skill (no RNG on tempering); brief resolve bonus after dignity-under-pressure encounter response; Malacath's private acknowledgment (no shaman or stronghold, just internal recognition flavor).",PDV_RaceDesign_Orc.md -- Tier 3 / City Orc Champion
BC-0403,reward_tier,Orc,Legion/Exile Champion,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Legion/Exile Champion: after completing significant contract/faction service quest under difficult conditions, brief combat resolve fires (+5 health/sec for full duration of next encounter); carry weight +15; after fully honest completed difficult contract, brief rest quality improvement.",PDV_RaceDesign_Orc.md -- Tier 3 / Legion/Exile Orc Champion
BC-0405,reward_tier,Orc,Orc City T3 -- Unbroken Alone,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Orc City T3 must carry scaling resist + block the longer the player fights alone/outnumbered (M2-cadence on defense); fallback is binary no-ally buff; buildable.,"PDV_Phase2_CapstoneSignatures.md -- Orc section (DRAFT), City"
BC-0406,reward_tier,Orc,Orc Legion/Exile T3 -- Hold the Line,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Orc Legion/Exile T3 must carry low-HP stand-fast (resist + stamina + stagger-immunity) + rally allies (M4 + poise rider); fallback drops poise; Legion/Exile carries the Orc cheat-death equivalent; once per day.,"PDV_Phase2_CapstoneSignatures.md -- Orc section (DRAFT), Legion/Exile; LOCKED rules rule 2"
BC-0410,reward_tier,Orc,Orc reward ceiling: Stronghold highest; City/Legion no second substrate,BETA,runtime-status,NEEDS-MANUAL,Gate ledger verdict: Pass (runtime proof is the user's smoke lane).,Orc Stronghold may have the most stable rewards; City and Legion/Exile may have sharper situational moments but must not add a second persistent substrate; exactly one active life-mode lane at a time with a three-day soft-switch lockout.,"PDV_RaceRewardBudgetLedger.md -- Focused Pass: Orc, Reward ceiling; PDV_RaceEffectReviewLedger.md -- Orc life-mode baseline"
BC-0411,reward_tier,Orc,Orc reward floor: City/Legion viable without Blood-Kin,BETA,runtime-status,NEEDS-MANUAL,Gate ledger verdict: Pass (runtime proof is the user's smoke lane).,"A City or Legion/Exile Orc must have reliable dignity, service, quality labor, and self-made community payoff without needing Blood-Kin or Stronghold infrastructure.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Orc, Reward floor"
BC-0413,reward_tier,Orc,Orc Stronghold T3 -- Blood-Kin of the Forge,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Orc Stronghold T3 must carry guardian kin-aura: while followers/blood-kin are near, both player and they gain damage resistance + player power attacks stagger; the more kin present the stronger; NO low-HP trigger; one-active life-mode rule applies.","PDV_Phase2_CapstoneSignatures.md -- Orc section (DRAFT), Stronghold"
BC-0414,reward_tier,Orc,Stronghold Champion,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Stronghold Champion: forge-crafted weapons deal 5% more damage only in player's hands; once per day combat fury below 15% health fires (stamina restored to full, -25% power attack stamina cost for 30 seconds); quality crafting output improves; stronghold NPCs maximum recognition beyond Blood-Kin.",PDV_RaceDesign_Orc.md -- Tier 3 / Stronghold Orc Champion
BC-0416,reward_tier,Redguard,Crown Tier 3,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Tu'whacca Champion: 24h undead damage resist 20% after death-rites quest/draugr boss; ancestor presence flavor at tomb sites; Hall of Dead maximum recognition. Leki Champion: one-handed damage +8% cumulative (Tier 1 + Devoted); power-attack stamina recovery in sword-discipline combat. Ruptga Champion: after impossible-odds quest completion, 24h minor stat bonus.",PDV_RaceDesign_Redguard.md -- Tier 3 Crown / Satakal/Tu'whacca/Ruptga/Leki
BC-0417,reward_tier,Redguard,Forebear Tier 3,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Tava Champion: open road travel near-zero weather penalty (Survival Mode); arriving at new location from significant journey gives brief health/stamina restore; sprint stamina drain -15%. HoonDing Champion: once per in-game week, winning genuinely impossible-odds battle fires 24h combat stat bonus pulse.",PDV_RaceDesign_Redguard.md -- Tier 3 Forebear / Tava/HoonDing/Leki
BC-0422,reward_tier,Redguard,Redguard HoonDing T3 -- The Way Is Made,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Redguard HoonDing T3 must carry weekly-capped forward breakthrough -- knockback/stagger enemies in path + brief unstoppable advance (M11-cousin knockback); cone is fiddly; fallback is radial; fallback must be guaranteed baseline.,PDV_Phase2_CapstoneSignatures.md -- Redguard section (DRAFT); LOCKED rules rule 3
